,SITE_NAME,BIAS_LSTM,BIAS_CLSTM,KGE_LSTM,KGE_CLSTM,R_LSTM,R_CLSTM,BETA_LSTM,BETA_CLSTM,GAMMA_LSTM,GAMMA_CLSTM,R2_LSTM,R2_CLSTM,RMSE_LSTM,RMSE_CLSTM,MAPE_LSTM,MAPE_CLSTM
0,DE-Geb,-1.003066311438424,-0.4373501183755053,0.8342527493397193,0.9042351223308925,0.8433508026921132,0.9083571035179139,1.0516989593599042,1.0225414269606168,1.0161368424835726,1.0162596245323177,0.5314516988564693,0.7834735621417968,1.911516823393878,1.2994405241195786,7.9167715560086265,5.083781283609652
1,NL-Hor,-1.4573792106119754,-0.4031559084065748,0.8434227811637185,0.9462407434686649,0.9733424913215294,0.9882867890609013,1.0188413756160193,1.0052121039238073,0.846863442462428,0.9477918366058956,0.9287221984136249,0.9749524203322609,4.841701980240472,2.8701446774387827,4.9460110456593664,2.3704227263428055
2,CH-Cha,0.8413539835298991,0.2702877932504535,0.8957952428813086,0.876074695738543,0.8997236472802457,0.9062695133463645,0.984738508464201,0.9950971945819818,0.9761175510574894,0.9190800432093517,0.7705951958576338,0.8176303764761712,2.150147592031983,1.9170933848491583,2.5904140581365342,2.3719360510372933
3,AU-Tum,1.5341225423310902,0.7359055157711616,0.8033547343643483,0.865380705341585,0.9025795427752779,0.9178382100516739,0.947080974738493,0.9746151943507706,0.8375863559413371,0.8964268065136197,0.7163201543341726,0.8206000214780406,2.78015664496075,2.210885334230444,6.859326308838404,5.022231811657973
4,US-MMS,-0.36814166481349986,-0.26916463061788676,0.947621550447052,0.9606130697356839,0.9518661714430676,0.9656575108778575,1.010409568675782,1.0076108954114926,0.9821596691172293,0.9822800116372233,0.9019132206595959,0.9305802898362563,2.3085703927456525,1.9421344065471469,5.469032111541815,4.277756988744297
5,DE-Obe,-1.367018412083219,-0.43266669263567437,0.9178588866056328,0.9352349943413047,0.9364099982609073,0.9438194156193884,1.0477545001838617,1.0151144867328703,0.9794334762130776,1.0284569883758927,0.7984229239968209,0.8737085773941571,2.3135458588824074,1.8312366411932322,6.835717681810005,5.16809095606667
6,CN-Cng,-1.694896741867062,-1.8517145500183076,0.7541799917876747,0.7625682203112578,0.92467440793234,0.9102752598356781,1.0500353292161262,1.0546647738684036,0.7714174165702951,0.7870796310670943,0.8346370046282814,0.8135331585632375,8.100654575457595,8.602045898629884,21.398750820304073,20.517462818273643
7,CH-Dav,2.0677779685804616,0.8961684927029125,0.38196683347353944,0.6944060663228647,0.5374232978773212,0.8941101256271748,0.9371634294393184,0.9727668272021271,0.5949822781899504,0.714634723372072,-0.16028494934871218,0.6755759774927174,3.325119930460644,1.7582534855750924,8.786218552146554,3.756892550513493
8,AU-Fog,-0.09973876953124261,0.1753054809570358,0.905925488928884,0.9841289523704745,0.9574689159757832,0.9953255334690319,1.0010285793645421,0.998192121267878,1.0839050805939985,0.9849410793879685,0.8997813310978438,0.9883743763897791,1.19672648670869,0.40759487740881056,0.9350641485686049,0.34136757460844
9,AU-ASM,-0.5128796304798122,0.10346366032600418,0.6799792356832866,0.6491217407278234,0.7426588602200077,0.7599667977569832,1.11911947734917,0.9759699227455461,0.8516781287650116,0.7452017071525385,0.4614205347064212,0.5746172391560687,1.758308843611341,1.5626445724096059,18.140207258221672,10.387610331857351
10,DE-Gri,-0.6345862789639511,0.045138289489749184,0.805788572417696,0.8750728635066204,0.8661568602820727,0.9012101087523968,1.0162821862569822,0.998841843794679,0.8602180878486173,0.9235408246583426,0.7411299231850157,0.8116819241870908,3.397213347332439,2.8975297214111824,6.721312841600875,5.1956288239104165
11,US-Ton,0.5568345872577858,0.10407974941855969,0.954626155552509,0.9600314341296974,0.9709225250154423,0.9758067600283552,0.9662114071641154,0.9936844650888459,0.9915373052377897,0.9688184763651755,0.9403891609224317,0.9519524426103216,2.9421190268740096,2.641394555014202,13.112285766247178,7.979029745445559
12,CA-Qfo,0.21263720624542337,-0.07265896494293145,0.7994080346779875,0.8887160009260423,0.8908694209864774,0.9358589921173442,0.9865302063808397,1.0046026811565305,0.8322316539517124,0.9091766831487584,0.7856160776134785,0.8749576963829659,1.7532194652797068,1.3389632600056467,9.432702393964512,6.5277998664639565
13,US-GLE,0.509817101264364,0.21830097624558675,0.899146912556134,0.9705416270022049,0.9402015507086079,0.9766213944791918,0.9799281311145788,0.9914053323007525,0.9213068567869389,0.9842720557376632,0.8787759577540295,0.9530910065847541,2.8775284755260784,1.7900011342077489,9.162755975666029,4.3300050471111815
14,BE-Vie,-0.12874583146314933,-0.04064525432880117,0.9447515136001687,0.9626352446879407,0.9467283577438975,0.9633262360768424,1.0037704121834763,1.001190324846872,0.9858468599675946,0.9929471207299796,0.8925172466149316,0.926855024483504,0.9576953691939167,0.7900421192074161,1.8823895326834879,1.3048908077012338
15,IT-Ro2,-1.0248548723653172,-0.09771590675862996,0.8392966544701541,0.9662462607040393,0.9312015290671325,0.9666634616336083,1.0510930715743958,1.0048715246934943,0.8640520919657898,1.002063582653167,0.8352161099807682,0.9325302604676294,2.3481005599880116,1.5024977607411902,10.126824244635099,4.631697092026714
16,CH-Fru,-1.5445229759568448,-0.3523132245342566,0.8122363155567299,0.888237032122557,0.8962966277217183,0.9181164201133145,1.0349335613466368,1.0079685157385725,0.8474206499375988,0.9243525077042255,0.774408613021254,0.8412663271023946,4.34029000859403,3.6407597781519545,9.015797053075234,6.595181918283423
17,AT-Neu,0.5055634556477919,-0.3540176371866828,0.8197681144015673,0.9284194532976274,0.8211890732928461,0.9304249202374151,0.9823503373467724,1.0123590655136092,0.9859048063254651,1.0114164986695047,0.6449953119704925,0.8531965002558426,3.4429743241268493,2.214037357434189,9.804903135093918,6.188852538275607
18,FI-Hyy,1.3390214826420355,0.7035540650612937,0.8606300891110898,0.9216053253971497,0.9173955331405734,0.9508921041978214,0.9522470046162479,0.9749094286711504,0.8984119812776526,0.944281037282079,0.8085584724932585,0.895208971441431,3.4270370270238364,2.5354950842082618,10.526354224724606,7.122035746886259
19,IT-Col,0.26439991263253404,0.034039982321608875,0.9035561903230241,0.9248117032177897,0.9052366421489298,0.9356923018782564,0.993860303383556,0.9992095490418174,0.9831590214281714,0.9610490677573036,0.8123069661824848,0.8748822674268356,2.5750404519150583,2.1024196716481764,4.213122544894399,3.1366694690944654
20,IT-MBo,-0.5865497006929843,-0.7123831445547211,0.8675711899632003,0.918862271221873,0.8808365223289474,0.9285223960956976,1.0126328617912024,1.015343009802766,0.9436274346861195,0.9648023406805966,0.7557125842629988,0.8380397202458341,2.4010319458373006,1.9550220045423414,4.274657155543143,3.2331154034858436
21,AU-Rig,-0.5420624685974147,-0.3120847388000527,0.791990116961079,0.9381550651301326,0.9631169443562652,0.983755134165673,1.0204294941289467,1.0117619900074373,0.7963081066466265,0.9414973855785248,0.9036694900500457,0.9663833250047162,4.735390123994466,2.797378367526513,22.207166737104906,9.108626862956621
22,BR-Sa3,0.2526377884674105,0.48430115859985534,0.6232382194233934,0.7053428838257862,0.7171575033834438,0.7657843574445194,0.9928207617615997,0.9862375560765718,0.7512068731872107,0.821740514890001,0.5093193636234254,0.569092442905456,2.739074983368277,2.56682651479567,6.21078422649332,5.789741654943446
23,IT-CA2,-0.8000841696166994,-0.35506581615447885,0.5110016930308299,0.7755805352037275,0.6971094696858563,0.8831430951849626,1.0481640831631984,1.021374525515067,0.6191366492325889,0.8096012352048984,0.45718231866242454,0.7715678217979862,3.623787388126707,2.350792826953749,18.815113987332065,10.372565169517596
24,US-Whs,-0.12462467382431086,0.13791769101142837,0.7591602218776072,0.8134143943959328,0.8594177925547872,0.8718082506938879,1.0368682601757584,0.9591992086397156,0.8079552836772458,0.8707082405841348,0.7369386332128744,0.7572501539817357,1.8525252156467213,1.7795699906443507,inf,inf
25,AU-Stp,-0.5176615547604042,-0.17273773214552257,0.841962692204034,0.9380511558779242,0.9540327339981585,0.9688507843635483,1.0708069241138582,1.0236274596387382,0.866399174369141,0.9519466046536265,0.9039059102057058,0.9380191211167239,2.1479104364369945,1.7250301678709736,32.92036711079097,11.153963364146266
26,AU-Wac,-2.1684213428497294,0.12532580566406182,0.7597447827102696,0.9426722263759402,0.9169939338431294,0.9682607627108762,1.069473963310577,0.9959846916037401,0.7855100682129406,1.0475707025749996,0.06826407745675511,0.9293272997107522,2.390439759329834,0.6583505859381574,7.207186126541321,1.5447962572898541
27,IT-SRo,4.744439046873612,3.1281234756955207,0.6403950158629848,0.7053116475128278,0.9221568259089893,0.9535670340497222,0.820668442650345,0.8817623645416732,0.6981782357049661,0.7340957572247333,0.619168547919118,0.7679865214740865,8.85707756890821,6.91322435921728,16.192146037117215,9.902647622011337
28,FI-Sod,0.8078112522779186,0.19239863656997613,0.7665700617717363,0.8740514382515454,0.7887880626121204,0.8762172017700282,0.9095713379397464,0.9784623558558031,1.0412517956470009,1.0087743349366385,0.5629518126247935,0.7535345960763389,2.8888437679671677,2.1693887160542866,30.948673759283068,22.3502515535954
29,AU-Gin,0.1316589659023295,0.06084003384590275,0.7555319369955017,0.852383362813162,0.8551084125612926,0.856386457774634,0.9750950370517995,0.9884913360946225,0.8046776906259515,0.9678538848545173,0.699131213539534,0.7175422199459531,0.4385814502079908,0.4249506157255531,5.732915508903263,5.128374250010605
30,US-NR1,-0.9161146172332764,0.1458879470380161,0.7761432376202606,0.9011469206835059,0.9359553377343248,0.9713838463037144,1.07090604555014,0.9887084681072609,0.79755873937644,0.9060556103564513,0.8601872238110916,0.9376459706815944,3.58565909011216,2.394571603198003,21.125815776754948,9.117708857334504
31,DE-Lkb,-1.3419537663269026,-0.7171722531127926,0.335783765447611,0.6259655138261881,0.8176536780865499,0.894684143553832,1.0406691435928912,1.0217345649861802,0.36259977573975444,0.6417570992843276,0.4522070181053891,0.7369283869567109,6.624413822779827,4.5906715003699485,21.277348251378882,13.387671439915144
32,FR-Gri,0.13551603556314618,0.014252116156679762,0.939124513684936,0.9683463315103472,0.9422768771289254,0.9928858292281852,0.9955109891377382,0.999527894215827,0.9811926955258106,0.9691597597413567,0.8837482215974592,0.9852048330439889,0.8512159448915382,0.3036685967958344,2.2924956611812215,0.6198615854188804
33,FR-LBr,-0.5047362103271453,-0.42305021331787174,0.8988713100979231,0.9596754484361629,0.9573294251574245,0.9681954465100534,1.014717478232325,1.012335616463203,1.0904965734069287,0.9784971536162667,0.8918668127743982,0.9352529377922192,3.425818549436374,2.6509094203629604,7.891655438839427,6.4887235064143125
34,DE-Tha,1.3592174572631812,0.032182851855466765,0.8233903195333186,0.8386055743675955,0.9113964219416479,0.9434920466841573,0.9466168134147436,0.9987360203650523,0.8568545474707474,0.8488265426976326,0.78724849098004,0.88099271010729,3.4336372606799377,2.5680582546926893,8.69195226043967,7.545565811411917
35,AU-DaP,-0.6663807499408723,-0.30902210116386364,0.7818369694487269,0.8450189629989574,0.8739170798828743,0.8898987885053248,1.0817018543988808,1.0378877671925044,0.841813362947946,0.8977191994825524,0.7395336914668352,0.7852555081238812,2.249740443474536,2.042761455972342,18.713258496959142,13.449837828246203
36,CA-SF1,0.3129337471771265,-0.25657438575744607,0.7936615177059887,0.8796680793966349,0.938575631901869,0.9733420418157006,0.9888896158338697,1.0091094042067015,0.8033297794712623,0.8830122094552699,0.8586118453343807,0.9395971875214014,3.011149700941508,1.968132869309291,10.84524713955333,6.102678446106844
37,US-WCr,0.7339318526944325,0.4650026226113084,0.6773000379774802,0.7063717846664148,0.8754342720965412,0.8985871094147831,0.9792233276329723,0.986836370291962,0.7030370817651295,0.7247552483405965,0.7153594698492447,0.7673885149582618,3.090267441308071,2.7935938979229826,5.497225123267864,4.830832024013054
38,AU-DaS,-0.17390070978800498,-0.007723138173421518,0.8289204576746089,0.9191059817894222,0.9197072738253629,0.9367951838326071,1.0348079883482797,1.0015458643261452,0.8529976467098024,0.9495361149039779,0.8405520577275105,0.87737555769107,1.1064083954616974,0.9702742944157053,14.686252561718966,8.888494761650609
39,IT-Lav,0.7561119197184212,0.033668519653318185,0.7764741161712048,0.874545086807631,0.8837936734694523,0.9263976242706627,0.9810789261417998,0.9991574732120425,0.8099949911718843,0.8984080924496745,0.730927003605786,0.8573024837103319,1.908783322632328,1.3900479492481341,3.5576979748012474,2.669436392877145
40,DE-Hai,-0.5043677237277571,-0.16882853110419305,0.7293125627859682,0.9552212492675065,0.9027149073861526,0.9636267826911262,1.0160820279615115,1.0053831857793185,0.7479113889973197,0.9744432613459859,0.790461657073479,0.9278650586466288,3.6289084852339766,2.129203175257826,9.578202773730832,4.9598369271844165
41,ZA-Kru,-0.1630207084121693,-0.04650438436889548,0.6581435289917033,0.7506995195707862,0.7442121407543028,0.7963407942913137,1.0211464670444343,1.0060323834993539,0.7741875894369654,0.8563432291130678,0.548507095163907,0.6296516336843583,1.937424079843167,1.7547063385717827,15.327276795282277,11.266443633952404
42,US-SRM,-0.24498651521555548,0.01382588274129315,0.8244775595760191,0.859545262883523,0.8804658171461327,0.9015194674337114,1.052030088330479,0.9970636673629021,0.8824730833801435,0.8998975732833456,0.7623283939175125,0.8126854211921779,1.1603212301351014,1.0300904908882211,17.38050076663642,11.125874286925203
43,US-Var,-0.29510752240753213,0.12138205297851457,0.784383403444189,0.9291212531161349,0.9809863345502206,0.9861386302439462,1.0303198090576278,0.987529017765094,0.7873742574023921,0.9316177377501327,0.9326607327596909,0.967949167800662,2.6081471836296903,1.799357912823101,153.25856083580493,39.442778199611105
44,CA-SF3,-0.32339739068167717,-0.1941671107591887,0.8384886463005394,0.9367929073286174,0.9024624045560148,0.9790179552983319,1.0203056741243253,1.0121914838843542,0.8728779545193107,0.941636843087411,0.8124570199585729,0.9571417517331736,3.264331049273628,1.5604900279772962,17.471068698536367,6.907194833472668
45,NL-Loo,-0.07045434379940918,-0.06518410247076112,0.8622667920715127,0.8699568764807948,0.8919582072784286,0.8980183884288052,1.009024788899554,1.0083497018449337,0.9150531885407145,0.9197426180649161,0.7936222274335812,0.8047299814264179,1.020230548699869,0.9923951812796614,9.526781426533091,8.241675905820665
46,IT-CA1,-1.2180153643798803,-0.8818613898468044,0.7846965764188387,0.8357820860265914,0.7955581852996219,0.8823571505937318,1.0312529761638733,1.0226276234296554,0.9401471797766757,0.8876804829458493,0.5693134400371666,0.7604352407901016,4.37818394374337,3.2653129474799427,8.957486867931893,6.264546597344617
47,US-Wkg,1.1149859989903774,0.27487628829701904,0.8156144338264868,0.8334599105962747,0.8923064661270337,0.906088528384376,0.8852057805064705,0.971699905648226,0.9039665321570097,0.8654067552316634,0.7378211461129318,0.8137158418201382,2.5556088945649833,2.1541876039444823,14.455586427437305,10.018287035653483
48,US-Blo,0.4962625989205449,-0.5585112453896706,0.8682599339567152,0.9670931545741062,0.9643548291643037,0.9822979213657987,0.9764679753282677,1.026483761690963,0.8753761234272017,1.0082527119547762,0.9147356395976368,0.9580361322316282,2.5468757133770468,1.7867415533401039,9.362873111156537,5.683245995883885
49,IT-Cpz,-0.16304184040069458,0.009296332194011825,0.8227389693734055,0.9585124393757463,0.9531517563873456,0.9818196427743001,1.0110134929347565,0.9993720318128998,0.8293968991413464,0.9627133005797903,0.893566188297721,0.9635754582565981,1.2557265638500839,0.7346023645320323,6.592288429976905,3.409989993947858
50,US-Me2,-0.5694950185733383,0.1259823123762338,0.9261284211003339,0.9874858916488497,0.9864195102407515,0.9912330393796983,1.0294846594853595,0.9934774748497417,0.9336431215165983,0.9939008217790709,0.9674209528788362,0.9822854099761315,1.4588090693109657,1.0757090405789305,6.9401118590478035,3.588027270680495
51,US-AR2,0.175965584125521,0.2889735754394547,0.8049264063599151,0.8883495490410436,0.9103761788191481,0.8956710637825822,0.9838855149492893,0.9735365276988039,0.827484490598236,0.9703186775758872,0.8127141276495559,0.7814597245159741,0.92271797785638,0.9967407552980395,6.227105445802344,5.226813058851873
52,SD-Dem,0.3019979978052785,-0.057095431442260036,0.6483029594947141,0.9099016476827775,0.6829559822779934,0.9272567412909812,0.9658835010456875,1.0064500302692465,0.8516424466838137,0.9472313681037975,0.40350379474655595,0.857572408499416,1.1192374777442604,0.5469094992358384,7.298735183043874,1.7346761056758957
53,DE-Kli,-0.6521188677106622,-0.4971459384373276,0.6052163334543679,0.8554249825943963,0.7589148175259101,0.8844801642548051,1.018910946563838,1.0144168505800522,0.6879511989083963,0.9142721887215923,0.5633301580022976,0.7750750307760463,4.477441510043338,3.213454511836883,11.155851027046968,6.880056656372789
54,IT-Tor,0.2566686557685003,0.02007385799831951,0.7405590091208056,0.9035975284626577,0.8981147008024116,0.9300233185222936,0.9918696416534792,0.9993641309320188,1.2384594532178443,1.0663045717760404,0.690626175533379,0.8465129224530045,1.7184305155706439,1.2103921591362008,3.979175826321661,2.083677648672773
55,AU-How,-0.2432710143327732,0.3662904248237595,0.8902149683920272,0.9040609462934982,0.9085593706111699,0.9236952313893222,1.0207286140365348,0.9687891594390117,0.9428888012534968,0.9509309899748679,0.8200287459665792,0.8474281803095997,2.044141581538671,1.8821167694958767,13.097897940279942,8.187608539573873
56,US-SRG,0.033229833429124334,0.1699663837602401,0.8896298059564801,0.8981983485353083,0.9092439087936771,0.9153574694274753,0.9956693054076377,0.977849046381655,0.9373409485668549,0.9479562346383765,0.8260840209819295,0.8361055843027324,1.7507536112662585,1.6995633845200289,14.441872289792911,12.238241007446057
57,BE-Lon,0.30071281174723197,0.3409693882853162,0.8064796651231867,0.9221524269043608,0.916610476224499,0.9494003689757021,0.9914347960136395,0.9902881678143359,0.825578256470126,0.941642461560795,0.8277918175434658,0.897528647756544,2.3759096782398315,1.8327543913356765,5.673204267801759,3.8906400900825764
58,US-Syv,0.8559528511505121,-0.12627967944335694,0.7443295105747444,0.9193684321463117,0.9441740383971887,0.9787889253577954,0.95654564922089,1.006410868869038,0.754312025991427,0.9224729672474771,0.8055704142798614,0.954696746713191,1.9802719660294152,0.9558909704032298,8.915188484340968,4.08451960588764
59,US-AR1,0.6070396420898412,-0.10234880471801944,0.7405641748965006,0.8740230855324436,0.7595093664000131,0.9065848078631122,0.9674926923798293,1.0054808349386728,0.9082695391426713,0.9156569783255935,0.539058036368412,0.8210271696698495,2.6839399366017935,1.6724117953197102,10.347887932920367,5.431650394577659
60,IT-Noe,1.110737701578774,0.13099824540201865,0.7701340971148163,0.9211473700003955,0.8947223844001342,0.9480791223260807,0.9606177765101015,0.9953553371152577,0.7994906549912965,0.9408359329819903,0.7642476719655901,0.8984378674042924,3.792407402287784,2.4891604755045766,7.560576078520005,3.911126066353633
61,DE-Seh,-4.639307207336422,-2.548287100067135,0.20929117741723424,0.5095773559216733,0.6542362745589961,0.815092684995373,1.1997386738400961,1.1097128220192736,0.31752483528557507,0.5592202915660432,-0.13640185601195354,0.4787788796170863,7.06702102466328,4.78609614776198,33.6639896622463,22.73942389365902
62,AU-Dry,0.5808478113985052,0.4347568824863428,0.8229464659924906,0.9275460870054875,0.8937118475056343,0.9511382923744857,0.9285401502405167,0.9465132502960218,0.8777532314691516,0.9988727723215127,0.7811052501784701,0.8982311968475116,2.542486692271725,1.7335978088144965,17.246565284020736,14.163604669124433
63,AU-Cpr,0.23326659774780278,0.0995724544525145,0.7325127099945836,0.7209950704290481,0.8489360230368467,0.8754627543006802,0.9421557453096868,0.9753085333643955,0.786966745840374,0.7515557273071043,0.6729734600845794,0.7395494550538764,0.7014584710527153,0.6259982221780985,8.940737787267235,6.001657041707502
